직무,자소서_개수,실무_키워드_15,인재상_키워드_10,추천_대기업_Top3,통합_키워드_25
Field Process Engineer,5,"조건, 문제, 실험, 연구, 기존, 해결, 결과, 분산, 동료, 데이터, 특성, 변수, 분석, 방식, 목표","안정, 공정, 신뢰, 협력, 성장, 도전, 존중, 소통, 효율, 편의","국민연금공단(공공기관), 삼성생명(금융·보험), KB생명보험(금융·보험)","조건, 문제, 실험, 연구, 기존, 해결, 결과, 분산, 동료, 데이터, 특성, 변수, 분석, 방식, 목표, 안정, 공정, 신뢰, 협력, 성장, 도전, 존중, 소통, 효율, 편의"
Food Sales(B2C/B2B) - 경상,3,"식품, 소비, 제품, 세계, 기업, 업계, 상황, 책임감, 환경, 미래, 목표, 산업, 개발, 중요, 긍정","성장, 고객, 인재, 협력, 효율, 편의, 품질, 최고지향, 커뮤니티, 디지털","삼성SDS(IT·전자), 현대글로비스(항공·물류), 현대오토에버(IT·전자)","식품, 소비, 제품, 세계, 기업, 업계, 상황, 책임감, 환경, 미래, 목표, 산업, 개발, 중요, 긍정, 성장, 고객, 인재, 협력, 효율, 편의, 품질, 최고지향, 커뮤니티, 디지털"
General,6,"수행, 주제, 영상, 금융, 극복, 회의, 논문, 방안, 채권, 관리, 팀원, 개선, 조사, 예정, 가상","열정, 성장, 효율, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정","현대글로비스(항공·물류), SK바이오팜(제약·바이오), 한화갤러리아(유통·서비스)","수행, 주제, 영상, 금융, 극복, 회의, 논문, 방안, 채권, 관리, 팀원, 개선, 조사, 예정, 가상, 열정, 성장, 효율, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정"
General (통합모집),3,"대면, 가상, 자산, 정책, 채권, 적극, 과제, 회의, 금융, 파악, 팀원, 소비자, 보호, 방안, 팀워크","도전, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정, 열정, 정도경영","삼성전자(IT·전자), 삼성SDI(IT·전자), 삼성SDS(IT·전자)","대면, 가상, 자산, 정책, 채권, 적극, 과제, 회의, 금융, 파악, 팀원, 소비자, 보호, 방안, 팀워크, 도전, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정, 열정, 정도경영"
Global,3,"병원, 전략, 영국, 시장, 해외, 도서관, 영어, 아동, 교육, 학교, 시간, 외국, 투자, 수립, 현지","성장, 인재, 도전, 신뢰, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌","삼성SDS(IT·전자), 에스원(유통·서비스), 삼성바이오로직스(제약·바이오)","병원, 전략, 영국, 시장, 해외, 도서관, 영어, 아동, 교육, 학교, 시간, 외국, 투자, 수립, 현지, 성장, 인재, 도전, 신뢰, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌"
Global CS센터_품질/서비스,4,"불량, 개선, 제품, 결과, 가공, 발생, 확보, 비용, 성공, 금형, 관리, 최고, 개발, 확인, 문제","고객, 공정, 협력, 혁신, 도전, 성장, 창의, 소통, 책임, 편의","SK브로드밴드(통신·미디어), 삼성SDS(IT·전자), 현대오토에버(IT·전자)","불량, 개선, 제품, 결과, 가공, 발생, 확보, 비용, 성공, 금형, 관리, 최고, 개발, 확인, 문제, 고객, 공정, 협력, 혁신, 도전, 성장, 창의, 소통, 책임, 편의"
Global Markets (운용/세일즈/지원),5,"투자, 기업, 전략, 주식, 기회, 수익, 분석, 금융, 개인, 고려, 내용, 활용, 수립, 학습, 시장","성장, 효율, 공정, 고객, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌","현대글로비스(항공·물류), 이마트(유통·서비스), 삼성SDS(IT·전자)","투자, 기업, 전략, 주식, 기회, 수익, 분석, 금융, 개인, 고려, 내용, 활용, 수립, 학습, 시장, 성장, 효율, 공정, 고객, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌"
Global 사업개발,4,"문제, 해결, 학생, 카메라, 문화, 불편, 이후, 시간, 목표, 기획, 대화, 병사, 재료, 필름, 에너지","서비스, 열정, 인재, 협력, 고객, 편의, 품질, 최고지향, 커뮤니티, 디지털","호텔신라(유통·서비스), 롯데호텔앤드리조트(유통·서비스), 한화호텔앤드리조트(유통·서비스)","문제, 해결, 학생, 카메라, 문화, 불편, 이후, 시간, 목표, 기획, 대화, 병사, 재료, 필름, 에너지, 서비스, 열정, 인재, 협력, 고객, 편의, 품질, 최고지향, 커뮤니티, 디지털"
H&A 사업본부 상품기획,3,"기획, 가구, 데이터, 분석, 제품, 개발, 라이프스타일, 상품, 프로젝트, 도출, 생활, 핵심, 제공, 관심, 라이프","고객, 소통, 혁신, 커뮤니티, 인재, 서비스, 편의, 품질, 최고지향, 디지털","제일기획(유통·서비스), 현대카드(금융·보험), SK텔레콤(통신·미디어)","기획, 가구, 데이터, 분석, 제품, 개발, 라이프스타일, 상품, 프로젝트, 도출, 생활, 핵심, 제공, 관심, 라이프, 고객, 소통, 혁신, 커뮤니티, 인재, 서비스, 편의, 품질, 최고지향, 디지털"
H&A 사업본부_Software,3,"개발, 로봇, 활용, 제어, 알고리즘, 구현, 문제, 센서, 성능, 목표, 적용, 비전, 제품, 수행, 기간","고객, 안정, 인재, 성장, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌","교보생명(금융·보험), 삼성생명(금융·보험), KB생명보험(금융·보험)","개발, 로봇, 활용, 제어, 알고리즘, 구현, 문제, 센서, 성능, 목표, 적용, 비전, 제품, 수행, 기간, 고객, 안정, 인재, 성장, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌"
H&A본부 R&D 위생분석,8,"미생물, 분석, 실험, 처리, 프로젝트, 환경, 위생, 연구, 데이터, 평가, 제재, 최적, 과제, 성능, 학습","성장, 창의, 신뢰, 효율, 안정, 열정, 인재, 과학, 공정, 협력","삼성SDS(IT·전자), LG유플러스(통신·미디어), 한화갤러리아(유통·서비스)","미생물, 분석, 실험, 처리, 프로젝트, 환경, 위생, 연구, 데이터, 평가, 제재, 최적, 과제, 성능, 학습, 성장, 창의, 신뢰, 효율, 안정, 열정, 인재, 과학, 공정, 협력"
H&A본부 시스템 회로 및 제어,2,"제품, 세계, 미래, 모습, 개발, 생활, 가전, 편리, 스마트, 최적, 개선, 회로, 전자, 첫째, 제품군","고객, 혁신, 효율, 안정, 도전, 협력, 소통, 신뢰, 편의, 품질","현대글로비스(항공·물류), 이마트(유통·서비스), LG헬로비전(통신·미디어)","제품, 세계, 미래, 모습, 개발, 생활, 가전, 편리, 스마트, 최적, 개선, 회로, 전자, 첫째, 제품군, 고객, 혁신, 효율, 안정, 도전, 협력, 소통, 신뢰, 편의, 품질"
H&A사업본부 R&D,7,"프로젝트, 사업, 개발, 과목, 본부, 팀원, 학습, 관리, 데이터, 스마트, 일정, 문제, 해결, 성공, 기업","혁신, 도전, 성장, 소통, 열정, 협력, 존중, 신뢰, 효율, 편의","LG헬로비전(통신·미디어), SK브로드밴드(통신·미디어), LG유플러스(통신·미디어)","프로젝트, 사업, 개발, 과목, 본부, 팀원, 학습, 관리, 데이터, 스마트, 일정, 문제, 해결, 성공, 기업, 혁신, 도전, 성장, 소통, 열정, 협력, 존중, 신뢰, 효율, 편의"
H&A사업본부/Software,3,"제품, 러닝, 구현, 모델, 비전, 개발, 활용, 데이터, 달성, 스마트, 기획, 컴퓨터, 학습, 프로젝트, 제어","서비스, 고객, 도전, 존중, 성장, 창의, 편의, 품질, 최고지향, 커뮤니티","한화호텔앤드리조트(유통·서비스), 호텔신라(유통·서비스), 롯데호텔앤드리조트(유통·서비스)","제품, 러닝, 구현, 모델, 비전, 개발, 활용, 데이터, 달성, 스마트, 기획, 컴퓨터, 학습, 프로젝트, 제어, 서비스, 고객, 도전, 존중, 성장, 창의, 편의, 품질, 최고지향, 커뮤니티"
H&A사업본부_기계,2,"구조, 성능, 개발, 목표, 프로젝트, 결정, 분석, 제품, 아웃소싱, 경쟁력, 활용, 강화, 에너지, 문제, 도미노","효율, 안정, 협력, 성장, 혁신, 고객, 창의, 소통, 책임, 편의","SK브로드밴드(통신·미디어), 삼성SDS(IT·전자), 삼성생명(금융·보험)","구조, 성능, 개발, 목표, 프로젝트, 결정, 분석, 제품, 아웃소싱, 경쟁력, 활용, 강화, 에너지, 문제, 도미노, 효율, 안정, 협력, 성장, 혁신, 고객, 창의, 소통, 책임, 편의"
H&A사업본부_소재/재료,2,"소재, 제품, 조건, 개발, 실험, 변화, 분석, 물성, 결과, 데이터, 환경, 양산, 재료, 성능, 핵심","공정, 안정, 성장, 신뢰, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌","국민연금공단(공공기관), 한국산업은행(금융·보험), 국민건강보험공단(공공기관)","소재, 제품, 조건, 개발, 실험, 변화, 분석, 물성, 결과, 데이터, 환경, 양산, 재료, 성능, 핵심, 공정, 안정, 성장, 신뢰, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌"
H&A사업본부_전기전자,2,"프로젝트, 회로, 제품, 검증, 공학, 사업, 본부, 솔루션, 전력, 이상, 시장, 이용, 연산, 확인, 세상","혁신, 고객, 디지털, 공정, 성장, 창의, 신뢰, 효율, 편의, 품질","삼성카드(금융·보험), 현대오토에버(IT·전자), 롯데카드(금융·보험)","프로젝트, 회로, 제품, 검증, 공학, 사업, 본부, 솔루션, 전력, 이상, 시장, 이용, 연산, 확인, 세상, 혁신, 고객, 디지털, 공정, 성장, 창의, 신뢰, 효율, 편의, 품질"
H&A연구센터 R&D,2,"제품, 개발, 성능, 활동, 탄소, 기능, 제작, 연구, 사용자, 사용, 환경, 지속, 표면, 영향력, 가전제품","공정, 효율, 혁신, 편의, 상생, 도전, 성장, 책임, 품질, 최고지향","한국산업은행(금융·보험), 국민건강보험공단(공공기관), 국민연금공단(공공기관)","제품, 개발, 성능, 활동, 탄소, 기능, 제작, 연구, 사용자, 사용, 환경, 지속, 표면, 영향력, 가전제품, 공정, 효율, 혁신, 편의, 상생, 도전, 성장, 책임, 품질, 최고지향"
HBO 브랜드 마케팅,6,"브랜드, 해당, 이트, 플랫폼, 이벤트, 구루, 다정, 디자인, 제품, 기획, 이유, 제안, 본인, 해결, 프로젝트","고객, 소통, 커뮤니티, 서비스, 편의, 품질, 최고지향, 디지털, 글로벌, 안정","제일기획(유통·서비스), 현대카드(금융·보험), SK텔레콤(통신·미디어)","브랜드, 해당, 이트, 플랫폼, 이벤트, 구루, 다정, 디자인, 제품, 기획, 이유, 제안, 본인, 해결, 프로젝트, 고객, 소통, 커뮤니티, 서비스, 편의, 품질, 최고지향, 디지털, 글로벌, 안정"
HDB 브랜드마케팅,3,"브랜드, 기획, 행사, 약속, 기업, 공간, 페르소나, 카피, 결과, 분석, 추천, 핵심, 니즈, 연사, 아이디어","고객, 창의, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정, 열정","삼성SDS(IT·전자), 제일기획(유통·서비스), 삼성디스플레이(IT·전자)","브랜드, 기획, 행사, 약속, 기업, 공간, 페르소나, 카피, 결과, 분석, 추천, 핵심, 니즈, 연사, 아이디어, 고객, 창의, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정, 열정"
HE본부 Hardware R&D,3,"안테나, 회로, 모델, 연구, 제품, 게이트, 방식, 최적, 분석, 논문, 면적, 퍼센트, 이상, 검증, 트랜지스터","고객, 효율, 디지털, 도전, 성장, 소통, 편의, 품질, 최고지향, 커뮤니티","현대글로비스(항공·물류), 이마트(유통·서비스), 신한카드(금융·보험)","안테나, 회로, 모델, 연구, 제품, 게이트, 방식, 최적, 분석, 논문, 면적, 퍼센트, 이상, 검증, 트랜지스터, 고객, 효율, 디지털, 도전, 성장, 소통, 편의, 품질, 최고지향, 커뮤니티"
HE본부_해외영업,2,"시장, 현지, 손익, 전략, 단순, 플랫폼, 학부, 분석, 구조, 이익, 비용, 유통, 본부, 하드웨어, 비즈니스","안정, 서비스, 고객, 효율, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌","삼성생명(금융·보험), 호텔신라(유통·서비스), 현대글로비스(항공·물류)","시장, 현지, 손익, 전략, 단순, 플랫폼, 학부, 분석, 구조, 이익, 비용, 유통, 본부, 하드웨어, 비즈니스, 안정, 서비스, 고객, 효율, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌"
HE사업본부 Software,2,"프로젝트, 개발, 데이터, 활용, 가전, 플랫폼, 구독, 시스템, 엔드, 사용자, 문제, 처리, 선도, 관리, 경쟁력","서비스, 안정, 성장, 고객, 소통, 효율, 편의, 품질, 최고지향, 커뮤니티","한화호텔앤드리조트(유통·서비스), 삼성생명(금융·보험), KB생명보험(금융·보험)","프로젝트, 개발, 데이터, 활용, 가전, 플랫폼, 구독, 시스템, 엔드, 사용자, 문제, 처리, 선도, 관리, 경쟁력, 서비스, 안정, 성장, 고객, 소통, 효율, 편의, 품질, 최고지향, 커뮤니티"
HE사업본부 서비스기획,3,"제품, 니즈, 기획, 키트, 분석, 월경, 생리, 용품, 일상, 강의, 교육, 전략, 항공, 프로젝트, 결과","고객, 혁신, 협력, 서비스, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌","삼성SDS(IT·전자), 호텔신라(유통·서비스), 현대자동차(자동차·기계)","제품, 니즈, 기획, 키트, 분석, 월경, 생리, 용품, 일상, 강의, 교육, 전략, 항공, 프로젝트, 결과, 고객, 혁신, 협력, 서비스, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌"
HR,10,"조직, 문화, 동아리, 콘텐츠, 활동, 프로그램, 즐거움, 브랜딩, 관심, 구성원, 제작, 채용, 활용, 웹툰, 처음","인재, 성장, 도전, 창의, 열정, 혁신, 효율, 편의, 품질, 최고지향","현대자동차(자동차·기계), 교보생명(금융·보험), LG전자(IT·전자)","조직, 문화, 동아리, 콘텐츠, 활동, 프로그램, 즐거움, 브랜딩, 관심, 구성원, 제작, 채용, 활용, 웹툰, 처음, 인재, 성장, 도전, 창의, 열정, 혁신, 효율, 편의, 품질, 최고지향"
HRM,3,"채용, 활동, 조직, 데이터, 관리, 분석, 활용, 강화, 지원자, 긍정, 프로젝트, 연결, 기업, 교육, 봉사","성장, 도전, 소통, 고객, 디지털, 협력, 서비스, 신뢰, 혁신, 효율","LG헬로비전(통신·미디어), 신한카드(금융·보험), SK브로드밴드(통신·미디어)","채용, 활동, 조직, 데이터, 관리, 분석, 활용, 강화, 지원자, 긍정, 프로젝트, 연결, 기업, 교육, 봉사, 성장, 도전, 소통, 고객, 디지털, 협력, 서비스, 신뢰, 혁신, 효율"
HS사업본부 기계,4,"소음, 실험, 결과, 체결, 연구, 변동, 측정, 정리, 데이터, 변경, 반복, 규칙, 해석, 위치, 유지","안정, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 열정, 정도경영, 전문성","삼성생명(금융·보험), KB생명보험(금융·보험), 신한생명(금융·보험)","소음, 실험, 결과, 체결, 연구, 변동, 측정, 정리, 데이터, 변경, 반복, 규칙, 해석, 위치, 유지, 안정, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 열정, 정도경영, 전문성"
HS사업본부_리빙솔루션_기구설계,1,"문제, 과제, 장치, 자료, 논리, 방식, 최적, 난이도, 임무, 수행, 교수, 인정, 웜기어, 감속, 참조","도전, 창의, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정, 열정","삼성전자(IT·전자), 삼성SDS(IT·전자), 제일기획(유통·서비스)","문제, 과제, 장치, 자료, 논리, 방식, 최적, 난이도, 임무, 수행, 교수, 인정, 웜기어, 감속, 참조, 도전, 창의, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정, 열정"
HS사업본부_부품솔루션,1,"해석, 모터, 최적, 컴프레서, 활용, 구조, 부품, 제품, 솔루션, 기구, 최적화, 개발, 사업, 본부, 핵심","안정, 신뢰, 공정, 도전, 혁신, 효율, 편의, 품질, 최고지향, 커뮤니티","삼성생명(금융·보험), 현대글로비스(항공·물류), 이마트(유통·서비스)","해석, 모터, 최적, 컴프레서, 활용, 구조, 부품, 제품, 솔루션, 기구, 최적화, 개발, 사업, 본부, 핵심, 안정, 신뢰, 공정, 도전, 혁신, 효율, 편의, 품질, 최고지향, 커뮤니티"
HS사업본부_부품솔루션_진동/소음,2,"센서, 진동, 철조망, 프로젝트, 팀원, 연결, 좌우명, 사업, 비전, 사업부, 강점, 보완, 모습, 기업, 해석","도전, 성장, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정, 열정","삼성SDS(IT·전자), 에스원(유통·서비스), 삼성바이오로직스(제약·바이오)","센서, 진동, 철조망, 프로젝트, 팀원, 연결, 좌우명, 사업, 비전, 사업부, 강점, 보완, 모습, 기업, 해석, 도전, 성장, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정, 열정"
HS사업본부_전기전자,2,"전압, 검증, 프로젝트, 무명, 문제, 보드, 해결, 목표, 시스템, 부품, 데이터시트, 전원, 납땜, 체계, 성공","안정, 신뢰, 협력, 책임, 효율, 성장, 편의, 품질, 최고지향, 커뮤니티","삼성생명(금융·보험), KB생명보험(금융·보험), 신한생명(금융·보험)","전압, 검증, 프로젝트, 무명, 문제, 보드, 해결, 목표, 시스템, 부품, 데이터시트, 전원, 납땜, 체계, 성공, 안정, 신뢰, 협력, 책임, 효율, 성장, 편의, 품질, 최고지향, 커뮤니티"
HS연구센터 기구설계,2,"개발, 제품, 연구, 성능, 지속, 제작, 기능, 개선, 가능, 재료, 표면, 탄소, 구현, 성형, 몰드","공정, 혁신, 효율, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정","국민건강보험공단(공공기관), 한국산업은행(금융·보험), 국민연금공단(공공기관)","개발, 제품, 연구, 성능, 지속, 제작, 기능, 개선, 가능, 재료, 표면, 탄소, 구현, 성형, 몰드, 공정, 혁신, 효율, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정"
HyperCLOVA X 활용 AI 경험 리서치 및 기획,7,"데이터, 사용자, 시스템, 개발, 분석, 정보, 활용, 연구, 무명, 프로젝트, 수행, 팀원, 통합, 논문, 환경","서비스, 혁신, 도전, 소통, 효율, 성장, 디지털, 협력, 투명, 고객","SK브로드밴드(통신·미디어), LG헬로비전(통신·미디어), 한화호텔앤드리조트(유통·서비스)","데이터, 사용자, 시스템, 개발, 분석, 정보, 활용, 연구, 무명, 프로젝트, 수행, 팀원, 통합, 논문, 환경, 서비스, 혁신, 도전, 소통, 효율, 성장, 디지털, 협력, 투명, 고객"
IB,10,"분석, 투자, 금융, 부동산, 수행, 지속, 경제, 기업, 정보, 관심, 프로젝트, 개발, 기관, 학습, 환경","성장, 도전, 소통, 디지털, 고객, 신뢰, 안정, 열정, 인재, 서비스","신한카드(금융·보험), LG유플러스(통신·미디어), LG헬로비전(통신·미디어)","분석, 투자, 금융, 부동산, 수행, 지속, 경제, 기업, 정보, 관심, 프로젝트, 개발, 기관, 학습, 환경, 성장, 도전, 소통, 디지털, 고객, 신뢰, 안정, 열정, 인재, 서비스"
ICT 기획,1,"데이터, 전환, 제조, 전공, 패턴, 비즈니스, 의사, 결정, 당시, 성과, 분석, 수치, 전략, 반영, 중요","효율, 소통, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정, 열정","현대글로비스(항공·물류), 이마트(유통·서비스), 제일기획(유통·서비스)","데이터, 전환, 제조, 전공, 패턴, 비즈니스, 의사, 결정, 당시, 성과, 분석, 수치, 전략, 반영, 중요, 효율, 소통, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정, 열정"
ICT개발,4,"제공, 프로젝트, 맞춤, 수산, 사용, 사용자, 추천, 카드사, 금융, 파이널, 시장, 재고, 관리, 법칙, 상품","서비스, 고객, 소통, 성장, 신뢰, 편의, 디지털, 협력, 혁신, 효율","한화호텔앤드리조트(유통·서비스), 호텔신라(유통·서비스), 롯데호텔앤드리조트(유통·서비스)","제공, 프로젝트, 맞춤, 수산, 사용, 사용자, 추천, 카드사, 금융, 파이널, 시장, 재고, 관리, 법칙, 상품, 서비스, 고객, 소통, 성장, 신뢰, 편의, 디지털, 협력, 혁신, 효율"
ICT부문-서비스 개발/운영,9,"시간, 프로젝트, 목표, 학습, 수행, 팀원, 긍정, 개발, 실습, 자원, 부분, 활용, 적극, 개발자, 이론","성장, 서비스, 소통, 효율, 열정, 도전, 편의, 품질, 최고지향, 커뮤니티","한화호텔앤드리조트(유통·서비스), CJ ENM(통신·미디어), 카카오(IT·전자)","시간, 프로젝트, 목표, 학습, 수행, 팀원, 긍정, 개발, 실습, 자원, 부분, 활용, 적극, 개발자, 이론, 성장, 서비스, 소통, 효율, 열정, 도전, 편의, 품질, 최고지향, 커뮤니티"
IR,4,"경영, 데이터, 지도, 정보, 제고, 기업, 바이트, 성과, 전략, 문제, 효과, 수집, 제작, 파악, 설문","성장, 효율, 디지털, 열정, 혁신, 커뮤니티, 과학, 도전, 소통, 신뢰","현대글로비스(항공·물류), 이마트(유통·서비스), 신한카드(금융·보험)","경영, 데이터, 지도, 정보, 제고, 기업, 바이트, 성과, 전략, 문제, 효과, 수집, 제작, 파악, 설문, 성장, 효율, 디지털, 열정, 혁신, 커뮤니티, 과학, 도전, 소통, 신뢰"
IT,11,"금융, 영상, 개발, 프로젝트, 여몽, 개발자, 영어, 시스템, 도메인, 공부, 결과, 해결, 조회, 달성, 필요","인재, 안정, 정직, 성장, 서비스, 혁신, 디지털, 열정, 도전, 소통","교보생명(금융·보험), 삼성생명(금융·보험), LG전자(IT·전자)","금융, 영상, 개발, 프로젝트, 여몽, 개발자, 영어, 시스템, 도메인, 공부, 결과, 해결, 조회, 달성, 필요, 인재, 안정, 정직, 성장, 서비스, 혁신, 디지털, 열정, 도전, 소통"
IT Cloud,9,"클라우드, 구축, 활용, 생성, 서버, 개발, 환경, 인스턴스, 구성, 아키텍처, 실무, 전환, 제공, 보안, 이미지","서비스, 고객, 도전, 성장, 혁신, 디지털, 효율, 안정, 편의, 품질","한화호텔앤드리조트(유통·서비스), 현대글로비스(항공·물류), 현대오토에버(IT·전자)","클라우드, 구축, 활용, 생성, 서버, 개발, 환경, 인스턴스, 구성, 아키텍처, 실무, 전환, 제공, 보안, 이미지, 서비스, 고객, 도전, 성장, 혁신, 디지털, 효율, 안정, 편의, 품질"
IT 기획 MES,3,"데이터, 부원, 동아리, 운영, 최적, 시스템, 분석, 감지, 중요, 학문, 전공, 이상, 협업, 활용, 컴퓨터","열정, 공정, 협력, 효율, 안정, 소통, 편의, 품질, 최고지향, 커뮤니티","현대자동차(자동차·기계), 이랜드리테일(유통·서비스), 제일기획(유통·서비스)","데이터, 부원, 동아리, 운영, 최적, 시스템, 분석, 감지, 중요, 학문, 전공, 이상, 협업, 활용, 컴퓨터, 열정, 공정, 협력, 효율, 안정, 소통, 편의, 품질, 최고지향, 커뮤니티"
IT/Digital(정보보호),6,"보안, 프로젝트, 대응, 이상, 실시간, 탐지, 구조, 분석, 흐름, 로그, 시스템, 구현, 금융, 체계, 학습","디지털, 신뢰, 인재, 성장, 도전, 혁신, 편의, 품질, 최고지향, 커뮤니티","롯데카드(금융·보험), 롯데정보통신(IT·전자), 신세계I&C(IT·전자)","보안, 프로젝트, 대응, 이상, 실시간, 탐지, 구조, 분석, 흐름, 로그, 시스템, 구현, 금융, 체계, 학습, 디지털, 신뢰, 인재, 성장, 도전, 혁신, 편의, 품질, 최고지향, 커뮤니티"
IT_Security Engineering_Security Engineering (판교),1,"보안, 문제, 개발, 분석, 해결, 프로젝트, 취약점, 장비, 정보, 중요, 주제, 운영, 목표, 위협, 결과","효율, 소통, 협력, 열정, 인재, 과학, 도전, 성장, 서비스, 신뢰","현대글로비스(항공·물류), LG헬로비전(통신·미디어), 이마트(유통·서비스)","보안, 문제, 개발, 분석, 해결, 프로젝트, 취약점, 장비, 정보, 중요, 주제, 운영, 목표, 위협, 결과, 효율, 소통, 협력, 열정, 인재, 과학, 도전, 성장, 서비스, 신뢰"
IT전략,4,"시스템, 해결, 문제, 번역, 운영, 푸드, 도입, 최적화, 기획, 전략, 데이터, 분석, 무명, 방법, 중국어","서비스, 고객, 도전, 효율, 디지털, 성장, 소통, 혁신, 협력, 편의","한화호텔앤드리조트(유통·서비스), 호텔신라(유통·서비스), 롯데호텔앤드리조트(유통·서비스)","시스템, 해결, 문제, 번역, 운영, 푸드, 도입, 최적화, 기획, 전략, 데이터, 분석, 무명, 방법, 중국어, 서비스, 고객, 도전, 효율, 디지털, 성장, 소통, 혁신, 협력, 편의"
Infra,9,"분석, 문제, 학습, 활용, 이미지, 전력, 신병, 사용, 인턴, 논문, 필요, 수행, 계통, 방식, 공학","효율, 도전, 성장, 공정, 고객, 안정, 협력, 존중, 창의, 서비스","현대글로비스(항공·물류), 이마트(유통·서비스), 삼성SDS(IT·전자)","분석, 문제, 학습, 활용, 이미지, 전력, 신병, 사용, 인턴, 논문, 필요, 수행, 계통, 방식, 공학, 효율, 도전, 성장, 공정, 고객, 안정, 협력, 존중, 창의, 서비스"
JAJU상품담당 그래픽디자인 인턴,2,"디자인, 디자이너, 소비자학, 전공, 기획, 글자, 브랜드, 소비자, 완성도, 하나, 자주, 타이포그래피, 복수, 과제, 정체","도전, 열정, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정, 정도경영","제일기획(유통·서비스), 현대자동차(자동차·기계), 기아(자동차·기계)","디자인, 디자이너, 소비자학, 전공, 기획, 글자, 브랜드, 소비자, 완성도, 하나, 자주, 타이포그래피, 복수, 과제, 정체, 도전, 열정, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌, 안정, 정도경영"
KD운영관리,3,"데이터, 운영, 관리, 발생, 인턴, 부품, 분석, 당시, 가능, 요청, 현지, 최적, 과거, 부서, 수치","소통, 신뢰, 효율, 안정, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌","현대글로비스(항공·물류), LG유플러스(통신·미디어), LG헬로비전(통신·미디어)","데이터, 운영, 관리, 발생, 인턴, 부품, 분석, 당시, 가능, 요청, 현지, 최적, 과거, 부서, 수치, 소통, 신뢰, 효율, 안정, 편의, 품질, 최고지향, 커뮤니티, 디지털, 글로벌"
LS사업부 현장 전문직_조립,4,"조립, 문제, 부품, 해결, 방산, 장비, 정밀, 분석, 수행, 자동차, 정비, 유지, 보수, 기계, 발전","공정, 성장, 안정, 협력, 신뢰, 소통, 효율, 편의, 품질, 최고지향","국민연금공단(공공기관), 한국산업은행(금융·보험), 국민건강보험공단(공공기관)","조립, 문제, 부품, 해결, 방산, 장비, 정밀, 분석, 수행, 자동차, 정비, 유지, 보수, 기계, 발전, 공정, 성장, 안정, 협력, 신뢰, 소통, 효율, 편의, 품질, 최고지향"
MD,3,"제품, 화장품, 피부, 제공, 맞춤, 시장, 성분, 분석, 정보, 올리브, 방식, 소비자, 뷰티, 동향, 조사","고객, 서비스, 성장, 혁신, 과학, 도전, 협력, 소통, 편의, 품질","한화호텔앤드리조트(유통·서비스), SK브로드밴드(통신·미디어), LG헬로비전(통신·미디어)","제품, 화장품, 피부, 제공, 맞춤, 시장, 성분, 분석, 정보, 올리브, 방식, 소비자, 뷰티, 동향, 조사, 고객, 서비스, 성장, 혁신, 과학, 도전, 협력, 소통, 편의, 품질"
