회사명,연도,직무분야,직무명,질문 내용,답변
두산에너빌리티(주),2023년 상반기,자동차·기계,재무담당자,"본인이 살아오면서 가장 도전적이었거나 가장 인상 깊었던 경험을 기술하세요 (예. 프로젝트 및 공모전 경험, 학회/동아리 등 단체활동, 인턴/아르바이트 등 사회경험, 리더십 수행 경험, 역량개발 경험, 해외경험, 국내/외 봉사활동 등)","""위기를 극복하고 입상을 하다""금융보안원 공모전 경험이 가장 인상 깊었습니다. 그 이유는 마감 2주 전에 주제를 바꿔야 하는 위기를 극복하고, 입상했기 때문입니다. 핀테크 규제 현황과 개선 방안을 주제로 정했으나 조사 과정에서 이미 해당 주제가 시행 예정임을 발견했습니다. 따라서 주제를 바꾸지 않으면 한계점이 명확해 보였기에 주제를 바꾸기로 결정했습니다.당시 가상 자산의 변동성이 심했고, 정부와 금융당국이 가상 자산으로부터 금융소비자를 제대로 보호하지 못하는 모습에 문제의식을 가졌습니다. 따라서 우리나라 정책과 법이 금융소비자를 가상 자산으로부터 보호하지 못하는 원인 파악 및 개선방안 도출을 주제로 정했습니다. 논문의 논리성을 키우기 위해 세 가지 업무를 맡았습니다.첫째, 7개의 국내 논문 조사를 바탕으로 가상 자산과 기존의 자산과의 차이를 분석해서, '자본시장법'으로 규제를 못 하는 원인을 파악했습니다. 금융당국은 가상 자산의 자산성을 부정하기 때문에, 자본시장법으로 처벌할 수 없음을 파악했습니다.둘째, 국내외 가상 자산 거래소에서 자체적으로 금융소비자 보호 정책들을 조사하였고, 비교 분석을 했습니다. 이를 통해 각 거래소의 정책이 일관적이지 않음을 알 수 있었고, 자체적으로 한계가 있는 부분도 파악했습니다.셋째, 가상 자산에 대한 우리나라 정책과 법을 미국, EU와 비교했습니다. 이를 통해 우리나라 정책과 법의 한계점을 파악했고, 개선 방안을 도출했습니다.이러한 노력을 통해, 위기를 극복하고 장려상을 받아 입상할 수 있었습니다."
LG CNS,2023년 상반기,IT·전자,소프트웨어개발자,지원분야와 관련된 지식이나 경험을 기재하여 주십시오.,"삼성 청년 SW 아카데미에서 팀원들과 프로젝트 경험을 하며 사용자 관점의 중요성과 빅데이터 분석을 통한 합리적 의사결정을 배웠습니다. 고령층을 위한 키오스크를 제작하는 IoT 프로젝트에서는 캄테크 기술을 적용하여 사용자의 터치 입력을 최소화하기 위해 노력했습니다. 이러한 과정에서 default 값의 변경과 같은 사소한 변화도 사용자 경험을 향상시킬 수 있다는 것을 배우게 됐습니다. 또한 빅데이터를 활용한 게임 추천 서비스를 기획하는 프로젝트에서는 사용자의 평점, 리뷰, 취향 데이터들을 종합적으로 활용하여 추천 알고리즘을 만드는 활동을 했습니다. 이 과정에서 KNN 알고리즘을 활용하여 데이터 분석을 통해 합리적 의사결정을 내리는 방법을 배웠습니다. 그래서 이러한 경험을 토대로 현재의 ERP 시스템에 빅데이터 활용 등과 같은 기술 도입을 통해 업무 프로세스를 개선할 수 있는 점이 있는지 사용자 관점에서 고민하면서 직원들의 업무 생산성 증대에 기여하도록 하겠습니다."
LG CNS,2023년 상반기,IT·전자,소프트웨어개발자,LG CNS에 지원한 동기와 입사 이후 꿈꾸는 것은 무엇인가요,"저는 배움을 통해 도전하는 사람입니다. 2년 반 동안 은행에서 일하며 금융업의 디지털화를 몸소 느끼면서 디지털 역량에 대한 갈망을 느끼게 되었고, 삼성 청년 SW 아카데미 교육 과정에 입과 하게 되었습니다. 이후 약 8개월간 매일같이 아침부터 밤까지 공부하며 개발자로서의 기본기를 다졌습니다. LG CNS는 고객 가치 혁신을 위해 도전하고 성장해가는 회사입니다. 특히 최근에는 차세대 ERP 프로젝트를 위해 SAP와 협력을 하기도 했습니다. 이처럼 빠르게 변화하는 디지털 환경에서 새로운 선택을 통해 성장해나가는 모습이 저의 가치관과 부합한다고 생각하여 지원하게 되었습니다. 그래서 향후 입사 후에는 경제학적 지식을 십분 활용하여 재경 도메인에서의 전문가로 성장하고 싶습니다. 특히 RPA, AI 분야 등에 대한 학습을 통해 고객에게 더 나은 솔루션을 제공할 수 있는 ERP 컨설턴트로 성장해 나가고 싶습니다."
㈜KT,2023년 상반기,통신·미디어,R&D·연구원,KT 및 해당 직무에 지원한 동기와 KT 입사 후 해당 직무의 전문가로 성장하기 위해 어떠한 노력을 할 지 구체적으로 기술해 주십시오. (최대 500자 입력가능),"“다양한 음성 서비스 제공”KT에서 다양한 음성 서비스가 있습니다. 개인 맞춤형 음성, AI voice, 기가 지니 등 음성 서비스를 제공하고 있습니다. 다양한 음성 서비스 제공을 통해 상황에 맞춘 음성 기술을 가지고 있습니다. 음성 인공지능에서 높은 기술력을 가지고 있는 KT에 입사하여 음성 인공지능의 전문가가 되어 KT와 같이 성장하고 싶습니다.“음성 서비스 성장을 위한 노력”음성 합성, 인식 가리지 않고, 음성 서비스의 성능을 높이기 위해서 관련 분야의 지식을 끊임없이 습득하고 새로운 기술 개발에 힘쓰겠습니다. 음성 데이터는 이미지와 비슷한 형태를 가지고 있기 때문에 음성 관련 기술뿐만 아니라 이미지 생성 관련 기술을 익혀 음성 인공지능 개발에 적용하겠습니다. 음성에 합성과 인식에 필요한 음성학적 지식을 늘리고, 언어적인 지식도 습득하여 다양한 언어와 사람이 말하는 듯한 발음을 합성하는 음성합성으로 발전시키겠습니다."
㈜KT,2023년 상반기,통신·미디어,R&D·연구원,"지원 직무와 관련된 협업 경험을 본인이 수행한 역할 중심으로 제시하고, 해당 경험을 통해 무엇을 얻었는지 기술해 주십시오. (최대 500자 입력가능)","“경험을 기반한 프로젝트 리딩”현재 텍스트 번역과 음성 합성을 통해 강의 영상을 번역된 음성으로 만드는 시스템을 만들고 있습니다. 타 연구실과의 협업을 진행하고 있고, 프로젝트 리더와 음성 합성 파트 개발을 맡고 있습니다.텍스트 번역 인공지능에 대한 경험은 없습니다. 하지만 이전에 텍스트 인공지능 관련 수업을 들었고 이를 기반으로 관련된 연구 내용을 이해할 수 있었고 소통하는 데 있어서 어려움이 없었습니다.또한 제가 맡은 음성 합성 파트를 다른 파트를 진행하는 팀원들도 이해할 수 있도록 음성과 관련된 내용들을 정리해서 알려주고, 결과를 공유하였습니다.리더로서 프로젝트 진행할 때 가장 중요한 점이 프로젝트에 대한 기본 지식이 있어야 한다는 것을 알았습니다. 또한 팀원들과의 소통을 통해서 프로젝트 방향을 잡고, 맡은 파트별 조정이 필요한 부분을 협의하는 것을 배울 수 있었습니다."
㈜KT,2023년 상반기,통신·미디어,R&D·연구원,지원 직무와 관련해서 본인의 대표적인 연구/Project 수행 경험에 대해 구체적으로 기술해 주십시오. (최대 500자 입력가능),"Zero shot TTS 구현을 연구하였습니다. TTS 모델은 Glow-TTS를 기반하여 구현했습니다. 기존의 Zero shot TTS에서 speaker encoder로 사용된 모델은 LSTM 3개 층을 쌓아 구현되었습니다. LSTM만을 이용한 경우 음성 정보 외 다른 정보들이 반영될 가능성이 높습니다. 이러한 단점을 극복할 수 있도록 Convolution 연산이 포함된 auto encoder과 conv-LSTM 모델을 통해 구현을 시도하였습니다.Auto encoder의 경우 사전 학습 후 분류 학습을 통해 음성의 특징 추출을 시도했습니다. 하지만 음성의 특징을 압축만 하였고, 음성별로 구별하지 못하였습니다.Conv-LSTM의 경우 GE2E-loss를 이용한 유사도를 이용해서 학습하였습니다. 유사도를 이용하여 화자의 분포 학습을 통해 zero shot TTS를 구현하였습니다."
㈜KT,2023년 상반기,통신·미디어,R&D·연구원,"본인의 AI 개발역량이나 관련 지식 및 보유 Skill 등에 대해 구체적으로 기술해 주십시오. (예: C/C++/Python 프로그램 숙련도, 머신러닝을 활용한 개발 경험 등) (최대 500자 입력가능)","여러 프로젝트를 경험하였습니다. 수업에서 머신러닝과 텍스트 기반 인공지능 프로젝트를 진행하였고, 연구 주제로 이미지 기반 불량 검출과 음성 합성 프로젝트를 진행하였습니다. 프로젝트를 통해서 python, pytorch, scikit-learn을 사용할 수 있게 되었습니다.머신러닝 프로젝트를 통해서 데이터 분석을 통해 문제를 해결하는 데 필요한 데이터 선택을 할 수 있게 되었습니다. 텍스트 기반 인공지능을 이용한 객체에 추출하였습니다. 텍스트 기반 인공지능에 대한 이해를 갖출 수 있었습니다.이미지 기반 불량 검출에서 모델을 변경하고, 이미지를 다루는 방법을 습득하였습니다. YOLO와 U-Net 모델을 사용하여 봄으로 인공지능 모델에 대한 이해를 높일 수 있었습니다.음성 합성 프로젝트를 통해 모델을 구성하는 경험을 해보았고, 연구에 필요한 음성학, 오디오 처리에 대하여 지식을 습득하였습니다. 여러 논문을 읽으며 기존의 TTS 모델의 단점을 찾아 문제 해결을 해보았습니다."
㈜현대백화점,2023년 상반기,유통·서비스,재무담당자,지원 동기와 지원 직무에 적합하다고 생각하는 이유가 무엇인지 기술해주세요.,"어려운 상황에도 과감히 도전하여 성장하는 현대백화점에 감명을 받아 지원했습니다. 코로나 시국 이후, 이커머스 시장의 성장에도 불구하고 현대백화점은 과감하게 도전하여, '더 현대 서울'을 대한민국의 랜드마크로 만들어서 성장했습니다. 저도 적극적으로 도전해서, 성장하는 것에 큰 가치를 두고 있습니다. 따라서 도전을 통한 성장의 가치관이 부합해서, 현대백화점에서 성장할 수 있다고 확신하므로 지원했습니다.다양한 활동들을 통해 재경 직무에 필요한 역량들을 키워서 적합하다고 생각합니다. 먼저, 9개의 경제 관련 공모전에 참가하여 통찰력과 분석력을 키웠습니다. 또한 금융권 회사에서 인턴으로 근무하면서, 리스크 관리 역량을 키웠습니다. 마지막으로, 경제 스터디 활동을 하면서 이슈가 된 경제 사례들을 조사하고, 우리나라 경제에 미친 영향들을 분석하면서 경제, 금융 이해도를 높였습니다. 구체적으로, 미국의 고금리와 인플레이션의 고착화가 우리나라 경제에 미치는 영향들을 경제 모형으로 분석했습니다."
㈜현대백화점,2023년 상반기,유통·서비스,재무담당자,"본인이 주도적으로 팀을 이끌어 목표에 도전해본 경험에 대해 기술해주세요. (쉽지 않은 목표에 도전한 이유, 팀 내 본인의 역할, 도전과정에서 어려웠던 점, 극복한 방법 등)","위기를 극복하고, 금융보안원 공모전에 입상한 경험이 있습니다. 저는 팀장을 맡았으며, 회의를 이끌고 업무를 배분했습니다.마감 3주를 앞두고 주제를 바꿔야 하는 문제가 생겼습니다. 핀테크 규제 현황과 개선 방안을 주제로 정했으나 조사 과정에서 이미 해당 주제가 시행 예정임을 발견했습니다. 팀장으로서, 주제를 바꾸지 않으면 한계점이 명확해 보였기에 주제를 바꾸기로 결정했습니다.평소 정부와 금융당국이 변동성이 심한 가상 자산으로부터 금융소비자를 제대로 보호하지 못하는 모습에 의문을 가졌습니다. 이러한 생각을 팀원들에게 공유했고, 공감해서 우리나라 정책, 법이 가상 자산으로부터 금융소비자를 보호하지 못하는 원인 및 개선방안을 주제로 정했습니다.그 후, 저희는 주 4회 대면 회의를 가져서 각자 조사한 자료들을 공유하고, 논문을 작성했습니다. 또한, 수시로 비대면 회의를 가져서, 각자 작성한 논문을 피드백했습니다. 이러한 노력으로 퀄리티 높은 논문을 완성했고, 장려상을 받았습니다."
㈜현대백화점,2023년 상반기,유통·서비스,재무담당자,"다른 사람들이 당연하게 여겨 의식하지 못했던 비효율적인 것에 대해 문제를 제기하여 해결한 경험에 대해 기술해주세요. (문제인식 과정 및 문제라고 생각한 이유, 문제해결 과정, 그 과정에서 느낀점 등)","대학교 논술 가이드를 하면서 지도에 직관적인 위치 표기를 통해 효율성을 높인 경험이 있습니다. 제가 근무할 건물이 크고 복잡한 반면에 지도에 '현 위치'가 표시되지 않은 문제를 발견했습니다. 이는 지도가 실질적인 기능을 하지 못해 많은 수험생들이 길을 헤매며, 몰릴 경우 통솔하기 어려울 것이 분명해 보였습니다. 담당자분께 상황을 설명드렸고, 지도에 직관적인 스티커 부착을 건의드렸습니다. 담당자분도 인식하지 못했던 부분을 알게 되어 저에게 고마움을 표시했고, 건물 내 지도에 현 위치를 표시하는 스티커를 부착했습니다. 그 결과 논술 시험 당일 많은 수험생들이 몰려와도 지도를 통해 쉽게 강의실을 찾을 수 있었기 때문에 효율적으로 수험생들을 안내하며 통솔할 수 있었습니다. 따라서 사고 없이 안전하게 시험을 마칠 수 있었습니다.이를 통해, 당연한 것을 당연하게 여기지 않는 태도의 중요성을 느꼈습니다. 비효율적인 제도를 개선해서, 회사의 손익 강화에 기여하겠습니다."
㈜현대백화점,2023년 상반기,유통·서비스,재무담당자,"서로 다른 사고방식이나 환경을 가진 사람들과 과제를 수행하면서 팀워크를 형성하기 위해 노력했던 경험에 대해 기술해주세요. (팀워크를 형성하려 했던 이유, 본인의 행동과 결과, 그 과정에서 느낀점 등)","적극적인 의사소통을 통해 팀워크 형성에 긍정적인 영향을 끼쳤습니다. 팀원들과 협동하여 시나리오를 작성하고, 직접 연기한 부분을 녹화해서 영상으로 제작해야 하는 과제가 있었습니다. 비대면 수업이기 때문에, 팀원들 간의 의사소통이 원활하지 않았고, 적극적으로 과제에 참여하지 못했습니다. 이러한 상황이 지속되면 과제의 퀄리티가 낮아 좋은 성적을 얻기 힘들 것이라 예상해서, 팀워크 형성의 필요성을 느꼈습니다.따라서 팀원들에게 대면 회의를 제안했고, 논의 끝에 주 1회 대면 회의를 가졌습니다. 회의를 주도적으로 이끌어서, 의견을 활발하게 공유하려고 노력했습니다. 이를 통해 비대면으로 2시간 걸린 회의가 대면에서 1시간으로 줄었고, 의견 공유가 활발해서 생산성도 높았습니다. 그 결과 시나리오 작성과 업무 배분을 수월하게 할 수 있었고, 연기도 자연스럽게 해서 퀄리티 높은 과제를 완성했습니다.이러한 경험으로, 적극적인 의사소통을 통해 팀워크 형성이 가능하다는 것을 느꼈습니다."
㈜현대백화점,2023년 상반기,유통·서비스,재무담당자,"평소 현대백화점(백화점, 아울렛, 더현대닷컴/현대식품관투홈 등 온라인몰)을 이용하며 느꼈던 장단점을 제시하고, 현대백화점의 경쟁력을 제고할 수 있는 아이디어를 제시해주세요","먼저, 현대백화점의 장점은 현대백화점 카드의 할인 혜택입니다. 더 현대 서울에서 쇼핑을 하고 현대백화점 카드로 결제해서 할인을 받은 경험이 있습니다. 이를 통해 재방문 의사와 소비 심리가 커졌습니다.반면 단점은 현대백화점 카드의 사용 가능한 곳이 적다는 것입니다. 저는 부모님과 더 현대 서울에 가서 현대백화점 카드를 발급받았습니다. 현대아울렛 가산점에 가서 쇼핑을 한 후, 현대백화점 카드로 결제하려고 했으나 아울렛에서는 현대백화점 카드로 결제가 안된다고 해서 당황했습니다. 아울렛도 현대백화점에 속한다고 생각해서, 당연히 현대백화점 카드로 결제가 가능하고, 혜택도 받을 것이라 생각했으나 그렇지 않아서 당황한 경험이 있습니다.따라서 현대백화점 카드를 사용할 수 있는 곳을 늘리면 그에 따른 고객의 만족과 신규 고객의 수요가 증가할 것 같습니다."
