산업분야,직무,직위,질문순위,핵심단어,질문빈도,답변키워드_TOP20
,세무담당자,신입,1,지원동기,1,"리스크, 관리, 데이터, 보험, 사회, 생각, 생명, 통계학, 무엇, 관련, 금융, 수업, 보험업, 활용, 업계, 계약, 적합, 측정, 관심, 능력"
,소프트웨어개발자,신입,1,경험,2,"보안, 프로젝트, 동기, 정보, 공부, 시작, 업무, 분석, 공격, 환경, 보호, 동아리, 대학, 경우, 디지털, 홈페이지, 회의, 팀원, 행동, 기한"
,소프트웨어개발자,인턴,1,지원동기,1,"구축, 경험, 사업, 한국서부발전, 발전, 업무, 스마트, 플랜트, 기여, 다양, 시스템, 기술, 기반, 데이터, 모바일, 플랫폼, 응용, 현장, 정보, 통신"
,시설관리자,신입,1,경험,3,"안전, 산업, 현장, 회계, 교육, 기술, 관련, 생각, 학우, 컴퓨터, 수요, 역량, 사람, 수업, 불치하문, 사자성어, 도움, 시설, 직무, 기능"
,시설관리자,신입,2,성장과정,2,"환경, 근무, 시간, 기술인, 가치, 전문, 최고, 정직, 생활신조, 신뢰, 직무, 초과, 주말, 사장, 사회, 생각, 부분, 실패, 도전, 건축"
,시설관리자,신입,3,입사포부,1,"안전, 관리, 고객, 근로자, 업무, 소통, 회사명, 요소, 생각, 환경, 이용, 위험, 요인, 수행, 사전, 개선, 우선, 경영, 장기, 행복"
,시설관리자,신입,4,지원동기,1,"생각, 회사명, 중요, 복무, 수행, 팀워크, 사람, 임무, 인재상, 지원, 배려, 신뢰, 장교, 전역, 회사, 동료, 의견, 경청, 화합, 업무"
,시설관리자,인턴,1,경험,1,"임원, 서로, 시간, 과정, 소통, 교환, 학생, 동아리, 재학, 활동, 계획, 문제, 다음, 일정, 생각, 속도, 공동체, 어려움, 극복, 미국"
,시설관리자,인턴,2,지원동기,1,"안전, 롯데건설, 생각, 프로그램, 열쇠, 윤리, 사회, 공헌, 경영, 창조, 아이디어, 적용, 최근, 우리나라, 초점, 환경, 활동, 독자, 상황, 관리"
,시스템엔지니어,신입,1,경험,11,"생각, 프로젝트, 개발, 팀원, 소통, 경험, 컴퓨터, 정보, 직무, 노력, 시작, 사람, 배려, 콘텐츠, 강의, 사이트, 시스템, 운영, 문제, 시절"
,시스템엔지니어,신입,2,지원동기,6,"생각, 고객, 시스템, 활용, 직무, 성장, 구매, 파악, 구현, 개발, 지식, 사람, 제품, 물품, 때문, 전공, 지원, 시간, 서비스, 다양"
,시스템엔지니어,신입,3,직무역량,3,"언어, 소프트웨어, 스마트, 분야, 그리드, 개발, 기술, 에너지, 세계, 생각, 역량, 서비스, 시스템, 개발자, 학습, 미래, 발전, 플랫폼, 엔지니어, 정보"
,시스템엔지니어,신입,4,성장과정,3,"사람, 경험, 야구, 네트워크, 긍정, 지금, 동아리, 수업, 컴퓨터, 선생, 생활, 학교, 도움, 분야, 생각, 소통, 프로젝트, 지식, 해외, 시절"
,시스템엔지니어,신입,5,자기소개,1,"프로젝트, 수행, 팀장, 조교, 학생, 팀원, 능력, 의견, 역할, 수강, 수업, 교수, 노력, 대학, 시절, 리더쉽, 권력, 책임감, 진행, 가능"
,시스템엔지니어,인턴,1,경험,2,"기능사, 귀사, 소프트웨어, 경험, 개발, 컴퓨터, 디자인, 처리, 전산, 관리, 공학, 과목, 수강, 자격증, 취득, 그래픽스, 운용, 정보, 시스템, 도움"
,시스템엔지니어,인턴,2,직무역량,1,"긍정, 사람, 삼성, 유럽, 에너지, 생활, 경험, 한국, 분야, 생각, 전달, 주변, 웃음, 후임, 세계, 지식, 다양, 활동, 학교, 에너자이저"
,심사,신입,1,장단점,1,"업무, 생각, 내용, 주변, 정신력, 친구, 긍정, 손해, 체력, 중요, 마음, 사람, 좌절, 극복, 환경, 끈기, 평가, 보험, 선배, 고객"
,심사,신입,2,가치관,1,"보험, 손해, 사정, 보험자, 공감, 중요, 전역, 패기, 혼자, 무릎, 낙담, 그때, 실비, 가입, 사고, 대비, 전반, 예상, 어려움, 준비"
,심사,신입,3,성장과정,1,"고객, 정직, 신뢰, 인기, 우선, 윤리, 의식, 장기, 형성, 기여, 근무, 경험, 당시, 형광, 염료, 셔츠, 이염, 때문, 심의, 신청"
,앱개발자,신입,1,경험,10,"생각, 개발, 제작, 진행, 프로젝트, 활동, 때문, 도전, 경험, 시작, 설계, 지식, 문제, 수업, 목표, 소통, 공학, 사용, 친구, 방법"
,앱개발자,신입,2,성장과정,8,"사람, 노력, 소통, 컴퓨터, 목표, 공부, 시절, 성장, 경험, 생활, 대학, 발전, 생각, 시작, 대회, 전공, 기업, 동아리, 타인, 공학"
,앱개발자,신입,3,장단점,5,"고객, 노력, 프로젝트, 배려, 개발, 소통, 생각, 주제, 해결, 상대방, 포기, 깊이, 서비스, 회사명, 팀원, 직무, 장점, 지식, 단점, 계획"
,앱개발자,신입,4,지원동기,5,"바탕, 롯데, 성장, 목표, 시스템, 구축, 다양, 경험, 야구, 네트워크, 분야, 생각, 서비스, 과정, 뿌리, 개발, 관심, 산업, 데이터, 제공"
,앱개발자,신입,5,직무역량,5,"개발, 생각, 과정, 물류, 경험, 과목, 프로그래밍, 기술, 알고리즘, 중요, 회사, 효율, 구현, 전공, 솔루션, 시스템, 언어, 이용, 프로젝트, 노력"
,앱개발자,인턴,1,지원동기,3,"개발, 성장, 프로젝트, 네트워크, 게임, 경험, 컴퓨터, 러닝, 기업, 유비쿼스, 적용, 인식, 비전, 알고리즘, 연구, 기간, 사업, 지원, 아이디어, 공모전"
,앱개발자,인턴,2,직무역량,1,"요구, 사항, 관리, 시스템, 사용자, 편의, 증진, 이해관계자, 사업, 설계, 개선, 국민, 내부, 직원, 업무, 보람, 과정, 중요, 생각, 다양"
,앱개발자,인턴,3,경험,1,"생각, 지금, 무엇, 기억, 시절, 컴퓨터, 흥미, 공부, 가지, 그중, 목표, 초등학교, 학년, 어머니, 성화, 학원, 처음, 평소, 적성, 프로그래밍"
,영업관리,신입,1,입사포부,1,"사람, 영업, 도움, 성장, 유익, 구체, 이상, 인생, 생각, 사랑, 자신, 외면, 내면, 시련, 대처, 어려움, 공감, 담당자, 노하우, 출간"
,영업지원,신입,1,지원동기,20,"고객, 회사명, 서비스, 성장, 생각, 편의점, 업무, 지원, 직무, 환경, 상품, 유통, 경험, 제공, 분석, 다양, 때문, 영업, 제품, 유통업"
,영업지원,신입,2,경험,11,"학생, 업무, 고객, 경험, 생각, 팀원, 직무, 문제, 시간, 탈북자, 근무, 상황, 소재, 유튜버, 서류, 어플, 서비스, 가능, 기획, 광고"
,영업지원,신입,3,직무역량,10,"고객, 직무, 영업, 상품, 매장, 관리, 업무, 제품, 저희, 매출, 기업, 국내, 다양, 행복, 중요, 생각, 사역, 전달, 활동, 제공"
,영업지원,신입,4,성장과정,8,"사람, 도전, 동아리, 활동, 경험, 다양, 노력, 시절, 생각, 농구, 운영, 분야, 회장, 판매, 봉사, 때문, 대학, 책임감, 관심, 부모"
,영업지원,신입,5,장단점,2,"도전, 직무, 목표, 관점, 조사, 정신, 달성, 캐릭터, 투견, 강점, 대유, 학기, 시간, 실패, 운동, 스타트업, 현장, 거시, 스마트폰, 영업"
,영업지원,신입,6,가치관,1,"생활, 배려, 공감, 가치관, 생각, 처음, 부모, 단체, 혼자, 타인, 중요, 홈스테이, 주인, 어른, 나이, 어머니, 때문, 캐나다, 말씀, 사람"
,영업지원,신입,7,입사포부,1,"지도자, 이랜드, 그룹, 화목, 가정, 바른, 미래, 전문, 경영, 이념, 실현, 존경, 가족, 행복, 건강, 충전, 사회, 성실, 책임감, 유지"
,영업지원,인턴,1,지원동기,3,"고객, 유통, 영업, 하이마트, 노력, 직무, 가치, 공감, 업계, 매출, 회사명, 성장, 경험, 제품, 코로나, 실적, 경제, 생각, 수요, 수행"
,영업지원,인턴,2,경험,3,"소비자, 본사, 결과, 분석력, 상권, 분석, 전략, 현장, 주재원, 데이터, 매장, 소통, 생각, 매출, 시행, 지식, 만족, 직무, 과정, 기업"
,영업지원,인턴,3,직무역량,3,"영업, 소통, 세계, 동문회, CJ제일제당, 성장, 한식, 산업, 어려움, 경험, 회사명, 식품, 직무, uniqlo, 장학금, 학생, 상대, 공감, 사람, 능력"
,영업지원,인턴,4,입사포부,2,"최고, 하나투어, 직무, 영업, 분야, 가치관, 생각, 철학, 관리, 여행, 여행업, 모습, 지원, 중요, 현장, 아르바이트, 관심, 시작, 이후, 인턴"
,영업지원,인턴,5,성장과정,1,"상황, 팀원, 가치관, 생각, 상대방, 갈등, 해결, 이해, 선입견, 존중, 프로젝트, 준비, 학점, 개인, 학창, 시절, 친구, 의견, 충돌, 고정관념"
,온라인마케터,신입,1,경험,6,"직무, 경험, 생산, 드라마, 분석, 제품, 광고, 생각, 타깃, 파악, 트렌드, 능력, 봉사, 수행, 업무, 마케팅, 결과, 기획, 비용, 중요"
,온라인마케터,신입,2,성장과정,5,"도전, 책임감, 캠프, 아이, 학생, 노르웨이, 성장, 대학, 경험, 노력, 희망, 경제학, 고등학교, 진학, 업무, 고객, 무대, 성적, 부모, 순간"
,온라인마케터,신입,3,직무역량,4,"고객, 기업, 서비스, 지원, 마케팅, 필요, 기획, 비전, 직무, 아이디어, 광고, 연설, 사람, 생각, 성장, 경험, 동향, 때문, 다양, 시장"
,온라인마케터,신입,4,지원동기,3,"생각, 카드, 고객, 혜택, 진행, 바탕, 학교, 후원, 인터뷰, 걱정, 결과, 경험, 스펙, 마케팅, 선배, 입장, 페인트, 노루, 금융업, 사람"
,온라인마케터,신입,5,자기소개,1,"사람, 국문과, 분야, 국문, 컨텐츠, 입장, 관심, 책임, 전공, 텍스트, 문학, 관리, 수업, 창작자, 주의, 실수, 이성, 대인, 관계, 이타"
,온라인마케터,인턴,1,지원동기,2,"콘텐츠, 사람, 고민, 가치, 생각, 경험, 비즈니스, 활동, 네이버 웹툰, 마음, 고객, 영상, 신발, 회사, 지속, 건강, 매출, 실현, 광고, 사업"
,온라인마케터,인턴,2,경험,2,"직무, 변속기, 환경, 자동차, 진행, 구조, 이용, 회사, 관심, 전기, 부족, 인도, 동차용, 개발, 수립, 분석, 마케팅, 부품, 인턴, 효과"
,웹개발자,신입,1,경험,4,"개발, 데이터, 분석, 사용, 스마트, 부모, 가격, 고객, 열정, 경험, 프로그램, 자녀, 프로젝트, 진행, 공공, 시장, 플랫폼, 필요, 어플리케이션, 아이"
,웹개발자,신입,2,성장과정,3,"프로젝트, 경험, 팀원, 노력, 사이트, 개발, 대학, 활동, 사람, 도움, 성공, 책임감, 진행, 협업, 회의, 성장, 다양, 포기, 강점, 목표"
,웹개발자,신입,3,지원동기,2,"생각, 다양, 필요, 언어, 관리, 미래, 도전, 서비스, 개발, 고객, 한미약품, 지원, 기술, 공부, 프로그램, 최고, 개발자, 진행, 경험, 유통"
,웹개발자,신입,4,장단점,1,"문제, 해결, 과정, 발생, 시간, 무엇, 확인, 자체, 생각, 알고리즘, 노력, 매뉴얼, 내용, 아티클, 문서, 상황, 스트레스, 독서, 드라마, 성취감"
,웹개발자,신입,5,직무역량,1,"개발, 금융, 다양, 열정, 고객, 사용, 경험, 생각, 티시스, 프로젝트, 개발자, 요청, 사항, 인터넷, 뱅킹, 서비스, 때문, 사용자, 성공, 수행"
,웹개발자,인턴,1,입사포부,1,"회사명, 서비스, 편리, 은행, 사용, 이체, 사람, 이것, 인상, 체크, 카드, 잔액, 확인, 무엇, 기록, 설명, 추가, 모임, 통장, 가능"
,웹기획,신입,1,경험,1,"무대, 판매, 노력, 콘서트, 기어, 도전, 부족, 영상, 갤럭시, 역량, 발전, 기타, 관객, 경험, 재고, 모델, 업무, 근로자, 행사, 기존"
,웹기획,신입,2,직무역량,1,"계산기, 자바, 과제, 구현, 프로젝트, 리더, 참여, 교육, 과정, 기본, 연산, 동안, 수업, 제공, 기능, 재현, 학습, 최고, 프로그래밍, 이해"
,의사,신입,1,경험,1,"교수, 동영상, 감사, 스승, 선물, 물질, 생각, 총학생회, 시간, 행사, 성공, 도전, 기회, 학년, 운영, 부장, 활동, 인사, 지금, 표시"
,인바운드상담원,신입,1,성장과정,2,"회사, 업무, 아이, 인턴, 책임감, 생각, 레이더, 사람, 관리, 경쟁력, 사장, 중요, 동료, 정확, 처리, 샘플, 철저, 진행, 방식, 개선"
,인바운드상담원,신입,2,직무역량,2,"고객, 기업, 분석, 노력, 경험, 목표, 데이터, 유플러스, 역량, 위메프, 소리, 대학, 시절, 이탈, 방지, 다양, 서비스, 개선, 기여, 통신"
,인바운드상담원,신입,3,경험,1,"엄마, 중학교, 아빠, 공부, 성적, 한문, 중국어, 사범대, 대학교, 실패, 인생, 편입, 억척, 막내딸, 이상, 공부방, 운영, 회원, 학생, 관리"
,인바운드상담원,신입,4,자기소개,1,"사람, 고객, 종류, 요구, 세상, 다양, 사연, 각각, 개인, 서비스, 제공, 경청, 자세, 신중, 성격"
,인사담당자,신입,1,직무역량,6,"직무, 인사, 교육, 생각, 사람, 문화, 회사, 기획, 인재, 기업, 직원, 가치, 공연, 수행, 역량, 업무, 때문, 인턴, 한국, 입사"
,인사담당자,신입,2,자기소개,3,"업무, 벽화, 부대, 실패, 관리, 사람, 시간, 노력, 저희, 공동체, 사회, 헌혈, 활동, 채색, 학생, 도면, 자극, 비판, 자세, 성격"
,인사담당자,신입,3,성장과정,3,"책임감, 활동, 사람, 직무, 행사, 장점, 동생, 자연, 대학, 중요, 성실, 도전, 문제, 조직, 행동, 생각, 과정, 시절, 학생, 주인"
,인사담당자,신입,4,장단점,2,"노사, 관계, 교수, 증설, 생산, 중국, 관리, 관련, 업무, 대응, 문화, 석유, 화학, 수요, 둔화, 국내, 규모, 분쟁, 확대, 노무"
,인사담당자,신입,5,지원동기,2,"역량, 회사, 생각, 발휘, 롯데, 물산, 강점, 조직, 문화, 직무, 기술, 교육, 학습, 선택, 근무, 환경, 지원, 인사, 발전, 부서"
,인사담당자,신입,6,경험,1,"관련, 임직원, 업무, 인건비, 근로자, 기업, 자신, 안전, 인력, 교육, 수행, 운영, 유지, 신규, 채용, 비용, 처리, 직장, 기여, 추정"
,인사담당자,신입,7,입사포부,1,"프로그램, 교육, 직무, 책임감, 노력, 성장, 조직원, 역지사지, 연구, 분석, 기획, 파악, 전문, 도움, 제공, 부모, 중요, 강조, 발생, 포기"
,인사담당자,인턴,1,성장과정,2,"어머니, 포기, 사랑, 저희, 고난, 지금, 등산, 도전, 정신, 마음, 정상, 도달, 의지, 청년, 성장, 교훈, 인내심, 하나, 나중, 사람"
,인사담당자,인턴,2,경험,1,"성공, 스크립트, 펀딩, 고객, 전략, 달성, 시간, 팀원, 성과, 데이터, 전체, 반응, 추가, 기준, 시도, 인턴사원, 이해, 분석력, 목표, 기여"
,인사담당자,인턴,3,장단점,1,"후회, 팀워크, 결과, 리더, 불만, 구성원, 학창, 시절, 과제, 누구, 노력, 생각, 업무, 동등, 성적, 자신, 면접, 개선, 중시, 진행"
,자재관리자,신입,1,성장과정,11,"목표, 물류, 생각, 성장, 노력, 경험, 공부, 부모, 도전, 학년, 중요, 사람, 학교, 때문, 친구, 전문가, 학생, 책임감, 활동, 시작"
,자재관리자,신입,2,지원동기,5,"고객, 상품, 구매, 매장, 회사명, 생각, 관리, 물류, 대한통운, 분류, 서비스, 영업, 중심, 기업, 아르바이트, 매출, 사람, 지속, 소비자, 진열"
,자재관리자,신입,3,경험,3,"물류, 업무, 기업, 경험, 화주, 범한판토스, 능력, 관리, 소통, 효율, 주간, 취합, 서비스, 역량, 글로벌, 타지, 입사, 세상, 풍요, 현대글로비스"
,자재관리자,신입,4,직무역량,3,"물류, 기업, 능력, 역량, 운영, 계획, CJ제일제당, 업무, 여행, 직무, 교통, 전공, 관심, 개선, 사람, 결과, 모델, 세계, 경험, 방법"
,자재관리자,신입,5,장단점,2,"성격, 경험, 사람, 질문, 적극, 아르바이트, 문제, 관심, 인도, 이해, 시작, 두려움, 누구, 이후, 노력, 바탕, 직무, 시절, 탐방, 기회"
,자재관리자,신입,6,입사포부,1,"대한통운, 기업, 물류, 글로벌, 기사, 고객, 생각, 성장, 도약, 택배, 자녀, 학자금, 지원, 학기, 사람, 만족, 이익, 증가, 사회, 첨단"
,자재관리자,신입,7,가치관,1,"도전, 물류, 애정, 모습, 운동, 현대글로비스, 고객, 기업, 지속, 성장, 인재, 자세, 내일, 시간, 과거, 신체, 부분, 건강, 유지, 기구"
,자재관리자,인턴,1,성장과정,2,"준비, 성공, 계획, 생각, 철저, 노력, 성장, 시절, 과정, 업무, 자세, 적응, 인턴십, 고등학교, 플랜, 실패, 가치관, 결과, 초등학교, 준비물"
,자재관리자,인턴,2,지원동기,1,"상품, 업무, 약국, 약사, 제품, 처방, 배치, 서비스, 수준, 직무, 아르바이트, 유통업, 종사, 자격증, 때문, 설명, 지식, 어깨, 너머, 대신"
,자재관리자,인턴,3,가치관,1,"현대글로비스, 물류, 성장, 회사, 사람, 기업, 글로벌, 체계, 해외, 사업, 인턴십, 지원, 때문, 핵심, 공통, 직무, 전문가, 직원, 영업, 이익"
,재무담당자,신입,1,성장과정,3,"소통, 다양, 사람, 생각, 단체, 영어, 능력, 팀장, 관리, 자금, 보완, 노력, 장점, 중요, 재무, 포기, 적응, 미술, 고등학교, 목표"
,재무담당자,신입,2,경험,3,"기아자동차, 도전, 근무, 협력, 때문, 경험, 자동차, 동료, 디자인, 생각, 직무, 기아, 노력, 가치, 열정, 연합, 재무, 부서, 증가, 직원"
,재무담당자,신입,3,직무역량,2,"에너지, 역량, 바탕, 산업, 지식, 회계, 계획, 사업, 능력, 직무, 재무, 자금, 관리, 생각, 예산, 전달, 재생, 확장, 공급, 협업"
,재무담당자,신입,4,지원동기,2,"재무, 성장, 가능, 기업, 지속, 활용, 사회, 능력, 포스코, 프로그램, 지식, 회사, 기여, 개인, 학점, 역량, 업무, 관련, 서신, 번역"
,재무담당자,신입,5,자기소개,1,"무역, 도전, 시험, 합격, 생각, 의류, 과목, 바탕, 전문가, 성장, 시절, 경제학, 전공, 자격증, 관세사, 벤더, 업계, 회계, 지식, 성찰"
,재무담당자,신입,6,장단점,1,"회계, 기업, 직무, 업무, 기대, 상황, 시장, 종근당, 확보, 사회, 생각, 매력, 때문, 모습, 실무, 능력, 이해, 경기, 변동, 탄력"
,재무담당자,인턴,1,지원동기,1,"성장, 재무, 지식, 커리어, 게임, 가치, 제공, 습득, 관리, 회계, 전문가, 담당, 진행, 결과, 계획, 현장, 종사, 사람, 최소, 이상"
,재무담당자,인턴,2,경험,1,"리스크, 부서, 이해, 프로젝트, 수행, 경험, 현직, 금융, 관점, 관리, 노력, 직무, 전문, 자격증, 취득, 공기업, 실무, 산학, 연계, 당시"
,전기·전자엔지니어,신입,1,경험,11,"프로젝트, 설계, 직무, 발전, 자격증, 결과, 생각, 시간, 통신, 목표, 팀원, 전공, 경험, 성공, 도전, 수행, 전기, 취득, 시스템, 에너지"
,전기·전자엔지니어,신입,2,직무역량,9,"전기, 회사, 기업, 설계, 생각, 분야, 지식, 공학, 설비, 가스, 직무, 경험, 성장, 생산, 수업, 차량, 글로벌, 취득, 기술, 산업"
,전기·전자엔지니어,신입,3,지원동기,6,"설계, 경험, 회사명, 시스템, 진행, 역량, 회로, 과정, 프로젝트, 생각, 기술, 개발, 하드웨어, 제어, 안전, 실무, 업무, 능력, 가지, 이용"
,전기·전자엔지니어,신입,4,성장과정,5,"회로, 전자, 사람, 진학, 공학, 전공, 지식, 수업, 친구, 설계, 관용, 이후, 과정, 결과, 동안, 학기, 로마, 로마인, 때문, 자세"
,전기·전자엔지니어,신입,5,자기소개,2,"물음표, 열등감, 생각, 기계, 처음, 전기, 마침표, 부정, 긍정, 직무, 업무, 도전, 시간, 활용, 자격증, 취득, 기술, 융합, 유년, 시절"
,전기·전자엔지니어,인턴,1,경험,1,"에너지, 태양광, 재생, 발전, 전기, 기사, 필수, 한국, 효율, 상승, 절감, 전자, 공학, 관심, 시험, 목표, 중점, 원전, 정책, 이행"
,전기·전자엔지니어,인턴,2,지원동기,1,"사람, 회사, 주공, 아파트, 손길, 미래, 인재상, 때문, 입사, 자격증, 공부, 기초, 생활, 수급자, 가난, 형편, 줄기, 건축, 소식, 만약"
,전기기사,신입,1,경험,4,"친구, 발생, 전력, 전기, 문제, 사용, 상황, 경험, 설치, 선로, 제어, 직무, 해결, 거리, 관리, 박람회, 필요, 지식, 이상, 능력"
,전기기사,신입,2,자기소개,1,"기술, 융합, 조립, 전자, 분야, 가능, 발명, 창의, 직무, 아이디어, 고안, 경험, 핀셋, 작업, 연기, 흡입, 창출, 인재, 특허, 특성화고"
,전기기사,신입,3,장단점,1,"포장, 단점, 극복, 학부, 작품, 장점, 처리, 시설, 관리, 공단, 구민, 종량제, 봉투, 사무원, 근무, 배송, 검수, 판단, 생각, 휴대폰"
,전기기사,신입,4,입사포부,1,"에너지, 목표, 지역난방공사, 사업, 관심, 부족, 절감, 차세대, 실현, 패시브, 하우스, 평소, 실생활, 낭비, 규모, 시스템, 과도, 차압, 유량, 조절"
,제품디자이너,신입,1,직무역량,1,"디자인, 제품, 진행, 프로젝트, 지속, 가능, 과정, 분야, 학습, 제안, 수상, 해결, 시각, 다양, 역량, 이후, 코로나, 의료, 디자이너, 가구"
,제품디자이너,신입,2,지원동기,1,"공간, 연출, 소품, 디스플레이, 콘텐츠, 프로그램, 부스, 컨셉, 기획, 경험, 브랜드, 디스플레이어, 글로벌, 관심, 방송, 산업, 선도, 다양, 무대, 차별"
,제품디자이너,인턴,1,지원동기,1,"디자인, 경험, 화장품, 뷰티, 관심, 코스메틱, 분야, 인턴, 역량, 업무, 책임감, 산업, 디자이너, 목표, 전공, 지식, 감각, 휴학, 기간, 아르바이트"
,제품영업,신입,1,경험,16,"고객, 직무, 매출, 경험, 도전, 영업, 판매, 제품, 생각, 아르바이트, 상품, 매장, 결과, 노력, 목표, 학생, 업무, 곶감, 마케팅, 때문"
,제품영업,신입,2,성장과정,16,"사람, 생각, 아버지, 목표, 업무, 친구, 타인, 자전거, 고객, 소통, 경험, 신뢰, 결과, 모습, 어머니, 영업, 도전, 팀원, 기회, 불편"
,제품영업,신입,3,지원동기,7,"고객, 영업, 제품, 회사, 경험, 성장, 직무, 생각, 솔루션, 지원, 업무, 활동, 소통, 도전, 대원제약, 상품, 건강, 캐논, 매출, 기여"
,제품영업,신입,4,직무역량,6,"고객, 경험, 영업, 도전, 직무, 창업, 생각, 혁신, 한미약품, 점주, 경쟁력, 판매, 때문, 성장, 역량, 제공, 시절, 서비스, 지원, 입사"
,제품영업,신입,5,장단점,2,"영업, 사람, 친화력, 주변, 활동, 단점, 경험, 정도, 기한, 인턴, 체감, 원동력, 사원, 고생, 응원, 관심, 체험, 치열, 현장, 현대인"
,제품영업,신입,6,입사포부,1,"도전, 아르바이트, 매출, 일본, 그룹, 생활, 사업, 적극, 국내외, 시장, 정신, 공유, 삼양그룹, 삼양, 안주, 창사, 이래, 풍요, 편리, 기업"
,제품영업,인턴,1,성장과정,2,"고객, 영업, 도전, 페르노리카, 소통, 코리아, 매출, 성장, 주류, 경험, 목표, 능력, 책임감, 성과, 시장, 바탕, 적극, 생각, 달성, 최고"
,제품영업,인턴,2,직무역량,1,"영업, 사원, 사람, 과정, 경험, 진심, 다양, 직무, 효과, 매출, 오늘, 바탕, 기여, 담당, 트렌드, 공식, CJ제일제당, 미소, 상대방, 의견"
,제품영업,인턴,3,지원동기,1,"에너지, 산업, 사업, 두산건설, 정책, 생각, 연료, 전지, 확장, 지원, 재생, 투자, 사회, 현장, 안정, 주택, 기반, 성장, 가능, 자산"
,컨설턴트,인턴,1,지원동기,1,"데이터, 다양, 경험, 직무, 성장, 도전, 조직, 중요, 분석가, 마케팅, 관련, 업무, 결정, 기반, 분석, 한영, 인생, 가치, 가지, 최근"
,토목기사,신입,1,장단점,1,"도시, 재생, 공사, 사업, 토목, 역량, 지식, 정보, 가치, 정확, 공학, 바탕, 직무, 관심, 분야, 홈페이지, 자료, 종합, 체계, 일자리"
,토목기사,신입,2,성장과정,1,"성실, 공사, 주인, 의식, 업체, 경험, 전기, 보일러, 유신, 인재, 다양, 봉사, 생각, 배려, 전공, 이상, 복무, 비용, 참전, 용사"
,토목기사,인턴,1,직무역량,1,"공간, 설계, 세상, 가치, 근거, 시작, 요소, 생각, 안정, 계획, 미얀마, 첫걸음, 역학, 추론, 새로움, 고등학교, 시절, 개발도상국, 세탁, 편의"
,통신엔지니어,신입,1,경험,2,"동시, 시스템, 경험, 시간, 연구, 구현, 해결, 인턴, 카메라, 보드, 기능, 교수, 문제, 기간, 동안, 무선, 기본, 영상, 인터넷, 방식"
,통신엔지니어,신입,2,지원동기,1,"운영, 회사명, 자부심, 인천, 성장, 가능, 직업, 교통, 사업, 건설, 시민, 증진, 사회, 발전, 생각, 무인, 지원, 선택, 가지, 고려"
,통신엔지니어,신입,3,직무역량,1,"산업, 통신, 기술, 무릎, 성장, 위기, 글귀, 도약, 구축, 세계, 추진력, 제목, 인터넷, 유행, 필요, 시점, 정보, 강국, 기반, 영향"
,통신엔지니어,인턴,1,경험,1,"생각, 목표, 결과, 당선, 이후, 복학, 일등, 내용, 복습, 자신감, 장학금, 노력, 리더, 도전, 총학생회, 부회장, 스스로, 학교, 출마, 메이슨"
,포토그래퍼,신입,1,경험,1,"영화, 중국, 분야, 관심, 유학, 생활, 시장, 기획, 개발, 업무, 신문, 방송학, 입학, 영상, 공부, 시작, 방송, 한국인, 타지, 일원"
,품질관리자,신입,1,성장과정,21,"노력, 동아리, 목표, 문제, 생활, 사람, 학생, 가치관, 생각, 학교, 시간, 생산, 활동, 결과, 해결, 다양, 모습, 전공, 경험, 공부"
,품질관리자,신입,2,경험,18,"경험, 생산, 분석, 설계, 탁구, 실험, 노력, 결과, 개선, 공정, 데이터, 능력, 문제, 때문, 진행, 학습, 시간, 생각, 과정, 사용"
,품질관리자,신입,3,직무역량,8,"관리, 품질, 직무, 생산, 성장, 업무, 부서, 생각, 지원, 시험, 필요, 실험, CJ제일제당, 지식, 현대모비스, 전문가, 사업, 시장, 경험, 진행"
,품질관리자,신입,4,장단점,4,"생각, 문제, 프로젝트, 기술, 회로, 과제, 계획, 롯데케미칼, 설비, 생산, 구현, 분야, 종근당, 산업, 개발, 적용, 설계, 과정, 수행, 성격"
,품질관리자,신입,5,지원동기,4,"성장, 설비, 다양, 생산, 아산, 품질, 회사명, 중요, 음료, 롯데칠성음료, 제품, 지속, 핸즈코퍼레이션, 세계, 항공사, 레쓰비, 개발, 고객, 업계, 안전"
,품질관리자,신입,6,자기소개,2,"여행, 고민, 시간, 학습, 결과, 품질, 끈기, 자전거, 처음, 도움, 계획, 효율, 개선, 경험, 과정, 직무, 회사명, 재능, 투지, 사람"
,품질관리자,신입,7,입사포부,1,"정비, 후임병, 예방, 상태, 유지, 점검, 활용, 생활, 근무, 기초, 공구, 사용, 방법, 토대, 장비, 일일, 실시, 기능, 실린더, 교체"
,품질관리자,인턴,1,지원동기,5,"엔지니어, 관리, 생산, 공정, 중요, 노벨리스, 안전, 생각, 산업, 전공, 기계, 업무, 현장, 제품, 제어, 경험, 플랜트, 국가, 지역, 클러스터"
,품질관리자,인턴,2,경험,2,"생산, 제품, 등록, 관리, 현장, 업무, 지식, 정보, 재고, 경험, 자재, 계획, 물류, 소요, 기업, 자원, 인턴, 이해, 공장, 준비"
,품질관리자,인턴,3,성장과정,2,"팀원, 연구, 바이오, 공학, 이해, 분야, 진행, 프로젝트, 실험실, 활동, 분석, 경험, 자료, 산업, 재료, 다양, 학부, 근무, 관리, 노력"
,품질관리자,인턴,4,자기소개,1,"생산량, 행복, 동료, 중소기업, 인원, 부족, 목표, 제품, 조립, 품질, 테스트, 포장, 출하, 기계, 야근, 정신, 반복, 일상, 시간, 커피"
